Раскрой,Деталь,Фото,,Название операции,конусы,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
07.01.01.06,07.01.01.Р26,,,резка металического листа,"оц.0,90",1250,2200,27500,51451,10,2,"5145,1","20,321","558,82",5588,1537,"8,0",,,0,4,0,,,,,,,,
07.01.01.06,07.01.01.Р27,,,резка металического листа,"оц.0,90",1250,2200,27500,157261,8,2,"12580,88","49,689","1708,06",13664,3750,"30,1",,,0,56,0,,,,,,,,
07.01.01.06,07.01.01.Р28,,,резка металического листа,"оц.0,90",1250,2200,27500,157261,2,2,"3145,22","12,422","1708,06",3416,3750,"30,1",,,0,56,0,,,,,,,,
07.01.01.06,07.01.01.Р29,,,резка металического листа,"оц.0,90",1250,2200,27500,157161,2,2,"3143,22","12,414","1706,97",3414,3750,"27,8",,,0,46,0,,,,,,,,
07.01.01.06,07.01.01.Р30,,,резка металического листа,"оц.0,90",1250,2200,27500,16311,8,2,"1304,88","5,154","177,16",1417,514,"4,0",,,0,7,0,,,,,,,,
,,,,,,,,,,,,"25319,3","7,9",,27500,13301,,,,,169,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,07.01.01.07,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
07.01.01.07,07.01.01.Р26,,,резка металического листа,"оц.0,90",1250,2200,27500,51451,47,2,"24181,97","96,110","562,35",26430,1537,"66,8",,,0,4,0,,,,,,,,
07.01.01.07,07.01.01.Р30,,,резка металического листа,"оц.0,90",1250,2200,27500,16311,6,2,"978,66","3,890","178,28",1070,514,"33,2",,,0,7,0,,,,,,,,
,,,,,,1250,2200,27500,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,1250,2200,27500,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,1250,2200,27500,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,"25160,63","8,5",,27500,2051,,,,,11,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,07.01.01.08,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
07.01.01.08,07.01.01.Р31,,,резка металического листа,"оц.0,90",1250,2200,27500,87721,20,2,"17544,2","70,067","963,42",19268,1229,"37,8",,,0,11,0,,,,,,,,
07.01.01.08,07.01.01.Р32,,,резка металического листа,"оц.0,90",1250,2200,27500,40398,10,1,"4039,8","16,134","443,68",4437,1455,"37,3",,,0,6,0,,,,,,,,
07.01.01.08,07.01.01.Р33,,,резка металического листа,"оц.0,90",1250,2200,27500,1608,12,1,"192,96","0,771","17,66",212,155,"6,5",,,0,3,0,,,,,,,,
07.01.01.08,07.01.01.Р30,,,резка металического листа,"оц.0,90",1250,2200,27500,16311,20,2,"3262,2","13,028","179,14",3583,514,"18,4",,,0,7,0,,,,,,,,
,,,,,,1250,2200,27500,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,"25039,16","8,9",,27500,3353,,,,,27,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Клетка для  кур-несушек с системой пометоудаления ""Комфорт-2""  3-2 на 72 голов ",,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,07.02.01.01,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
07.02.01.01,07.02.01.Р01,,,резка металического листа,"оц.0,35",1250,2000,25000,355376,2,2,"7107,52","31,060","3882,51",7765,2315,"16,1",14,38,878,49,71,,,,,,,,
07.02.01.01,07.02.01.Р02,,,резка металического листа,"оц.0,35",1250,2200,27500,460581,1,1,"4605,81","20,128","5535,08",5535,3077,"15,6",,,878,31,137,,,,,,,,
07.02.01.01,07.02.01.Р05,,,резка металического листа,"оц.0,35",1250,2200,27500,85365,1,1,"853,65","3,730","1025,88",1026,2136,"8,9",,,878,10,78,,,,,,,,
07.02.01.01,07.02.01.Р10,,,резка металического листа,"оц.0,35",1250,2200,27500,14400,2,,288,"1,259","173,05",346,872,"3,3",,,878,2,0,,,,,,,,
07.02.01.01,07.02.01.Р11,,,резка металического листа,"оц.0,35",1250,2200,27500,14724,2,,"294,48","1,287","176,95",354,910,"3,4",,,878,2,0,,,,,,,,
07.02.01.01,04.08.01.Р03,,,резка металического листа,"оц.0,35",1250,2200,27500,164499,1,1,"1644,99","7,189","1976,88",1977,2230,"9,0",,,878,9,79,,,,,,,,
07.02.01.01,04.02.01.Р04,,,резка металического листа,"оц.0,35",1250,2200,27500,88208,1,1,"882,08","3,855","1060,05",1060,2086,"8,7",,,878,10,77,,,,,,,,
07.02.01.01,04.02.01.Р06,,,резка металического листа,"оц.0,35",1250,2200,27500,338204,1,1,"3382,04","14,780","4064,40",4064,2600,"11,0",,,878,13,96,,,,,,,,
07.02.01.01,04.02.01.Р07,,,резка металического листа,"оц.0,35",1250,2200,27500,140499,1,1,"1404,99","6,140","1688,46",1688,2250,"8,8",,,878,7,77,,,,,,,,
07.02.01.01,04.08.01.Р08,,,резка металического листа,"оц.0,35",1250,2200,27500,46549,2,2,"930,98","4,068","559,41",1119,1998,"6,7",,,878,,30,,,,,,,,
07.02.01.01,04.01.01.Р09,,,резка металического листа,"оц.0,35",1250,2200,27500,42557,2,2,"851,14","3,720","511,43",1023,1147,"4,9",,,878,6,21,,,,,,,,
07.02.01.01,04.01.01.Р12,,,резка металического листа,"оц.0,35",1250,2200,27500,520,20,4,104,"0,454","6,25",125,105,"0,7",,,878,2,2,,,,,,,,
07.02.01.01,04.07.01.07,,,резка металического листа,"оц.0,35",1250,2200,27500,17781,3,1,"533,43","2,331","213,68",641,681,"3,0",,,878,4,26,,,,,,,,
,,,,,,1250,2200,27500,,,,0,"0,000","0,00",0,,"0,0",,,878,,0,,,,,,,,
,,,,,,,,,,,,"22883,11","8,5",,26723,22407,,,,,145,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,07.02.01.02,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
07.02.01.02,07.02.01.Р13,,,резка металического листа,"оц.0,90",1250,2200,27500,176001,8,2,"14080,08","55,292","1900,65",15205,4176,"28,9",,,0,44,0,,,,,,,,
07.02.01.02,07.02.01.Р14,,,резка металического листа,"оц.0,90",1250,2200,27500,176001,2,2,"3520,02","13,823","1900,65",3801,4176,"28,9",,,0,38,0,,,,,,,,
07.02.01.02,07.02.01.Р15,,,резка металического листа,"оц.0,90",1250,2200,27500,176001,2,2,"3520,02","13,823","1900,65",3801,4176,"20,8",,,0,38,0,,,,,,,,
07.02.01.02,07.02.01.Р16,,,резка металического листа,"оц.0,90",1250,2200,27500,3670,15,,"550,5","2,162","39,63",594,253,"2,2",,,0,4,0,,,,,,,,
07.02.01.02,07.01.01.Р26,,,резка металического листа,"оц.0,90",1250,2200,27500,51451,7,2,"3601,57","14,143","555,62",3889,1537,"8,0",,,0,4,0,,,,,,,,
07.02.01.02,07.01.01.Р33,,,резка металического листа,"оц.0,90",1250,2200,27500,1608,12,1,"192,96","0,758","17,36",208,155,"0,7",,,0,3,0,,,,,,,,
,,,,,,1250,2200,27500,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,"25465,15","7,4",,27500,14473,,,,,131,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Клетка для  бройлеров с системой пометоудаления ""Комфорт""  3-2  48 голов ",,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,07.03.01.01,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
07.03.01.01,07.03.01.Р01,,,резка металического листа,"оц.0,35",1250,2000,25000,306593,2,2,"6131,86","26,313","3289,09",6578,2154,"13,5",14,50,890,43,60,,,,,,,,
07.03.01.01,07.03.01.Р02,,,резка металического листа,"оц.0,35",1250,2200,27500,396931,1,1,"3969,31","17,033","4684,04",4684,2947,"14,9",,,890,36,133,,,,,,,,
07.03.01.01,04.08.01.Р03,,,резка металического листа,"оц.0,35",1250,2200,27500,164499,1,1,"1644,99","7,059","1941,19",1941,2230,"8,4",,,890,9,75,,,,,,,,
07.03.01.01,04.02.01.Р04,,,резка металического листа,"оц.0,35",1250,2200,27500,88208,1,1,"882,08","3,785","1040,91",1041,2086,"8,1",,,890,10,72,,,,,,,,
07.03.01.01,07.02.01.Р05,,,резка металического листа,"оц.0,35",1250,2200,27500,85365,1,1,"853,65","3,663","1007,36",1007,2136,"8,3",,,890,10,74,,,,,,,,
07.03.01.01,04.02.01.Р06,,,резка металического листа,"оц.0,35",1250,2200,27500,338204,1,1,"3382,04","14,513","3991,03",3991,2600,"10,2",,,890,13,91,,,,,,,,
07.03.01.01,04.02.01.Р07,,,резка металического листа,"оц.0,35",1250,2200,27500,140499,1,1,"1404,99","6,029","1657,98",1658,2250,"8,2",,,890,7,73,,,,,,,,
07.03.01.01,04.08.01.Р08,,,резка металического листа,"оц.0,35",1250,2200,27500,46549,1,2,"465,49","1,997","549,31",549,1998,"6,3",,,890,,28,,,,,,,,
07.03.01.01,04.01.01.Р09,,,резка металического листа,"оц.0,35",1250,2200,27500,42557,2,2,"851,14","3,652","502,20",1004,1147,"4,6",,,890,6,20,,,,,,,,
07.03.01.01,07.02.01.Р10,,,резка металического листа,"оц.0,35",1250,2200,27500,14400,2,,288,"1,236","169,93",340,872,"3,1",,,890,2,0,,,,,,,,
07.03.01.01,07.02.01.Р11,,,резка металического листа,"оц.0,35",1250,2200,27500,14724,2,,"294,48","1,264","173,75",348,910,"3,2",,,890,2,0,,,,,,,,
07.03.01.01,04.01.01.Р12,,,резка металического листа,"оц.0,35",1250,2200,27500,520,4,4,"20,8","0,089","6,14",25,105,"0,6",,,890,2,1,,,,,,,,
07.03.01.01,03.05.01.Р13,,,резка металического листа,"оц.0,35",1250,2200,27500,18412,3,2,"552,36","2,370","217,27",652,724,"2,7",,,890,3,12,,,,,,,,
07.03.01.01,07.01.01.Р09,,,резка металического листа,"оц.0,35",1250,2200,27500,128131,2,2,"2562,62","10,997","1512,03",3024,2293,"7,8",,,890,4,35,,,,,,,,
,,,,,,,,,,,,"23303,81","6,8",,26842,24452,,,,,147,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,07.03.01.02,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
07.03.01.02,07.03.01.Р03,,,резка металического листа,"оц.0,90",1250,2200,27500,167728,8,2,"13418,24","51,677","1776,41",14211,3988,"29,8",,,0,44,0,,,,,,,,
07.03.01.02,07.03.01.Р04,,,резка металического листа,"оц.0,90",1250,2200,27500,167728,2,2,"3354,56","12,919","1776,41",3553,3988,"29,8",,,0,38,0,,,,,,,,
07.03.01.02,07.03.01.Р05,,,резка металического листа,"оц.0,90",1250,2200,27500,167728,2,2,"3354,56","12,919","1776,41",3553,3988,"21,2",,,0,38,0,,,,,,,,
07.03.01.02,07.02.01.Р16,,,резка металического листа,"оц.0,90",1250,2200,27500,3670,9,,"330,3","1,272","38,87",350,253,"2,3",,,0,4,0,,,,,,,,
07.03.01.02,07.01.01.Р26,,,резка металического листа,"оц.0,90",1250,2200,27500,51451,9,2,"4630,59","17,834","544,92",4904,1537,"10,6",,,0,4,0,,,,,,,,
07.03.01.02,07.01.01.Р31,,,резка металического листа,"оц.0,90",1250,2200,27500,87721,1,2,"877,21","3,378","929,05",929,1229,#REF!,,,0,11,#REF!,,,,,,,,
,,,,,,1250,2200,27500,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,"25965,46","5,6",,27500,14983,,,,,95,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Домашняя ферма №1 престиж,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,08.01.01.01,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
08.01.01.01,04.02.01.Р03,,,резка металического листа,"оц.0,35",1250,2000,25000,382687,1,1,"3826,87","16,145","4036,16",4036,2918,"18,4",10,1,601,36,110,,,,,,,,
08.01.01.01,04.02.01.Р04,,,резка металического листа,"оц.0,35",1250,2000,25000,88208,1,1,"882,08","3,721","930,32",930,2086,"10,1",,,601,10,61,,,,,,,,
