Раскрой,Деталь,Фото,,Название операции,конусы,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
11.01.09.09,11.01.09.Р35,,,резка металического листа,"оц.0,70",1250,2000,25000,11018,6,4,"661,08","2,844","118,52",711,414,"7,1",,,0,12,0,,,,,,,,
11.01.09.09,11.01.09.Р36,,,резка металического листа,"оц.0,70",1250,2000,25000,32724,7,7,"2290,68","9,856","352,01",2464,1608,"13,1",,,0,5,0,,,,,,,,
11.01.09.09,11.01.09.Р37,,,резка металического листа,"оц.0,70",1250,2000,25000,584665,1,1,"5846,65","25,157","6289,24",6289,3093,"30,2",,,0,24,0,,,,,,,,
11.01.09.09,11.01.09.Р38,,,резка металического листа,"оц.0,70",1250,2000,25000,842069,1,1,"8420,69","36,233","9058,13",9058,3836,"30,9",,,0,11,0,,,,,,,,
11.01.09.09,11.01.09.Р27,,,резка металического листа,"оц.0,70",1250,2000,25000,18245,12,14,"2189,4","9,421","196,26",2355,1111,"7,8",,,0,,0,,,,,,,,
11.01.09.09,11.01.09.Р31,,,резка металического листа,"оц.0,70",1250,2000,25000,1025,60,,615,"2,646","11,03",662,122,"1,2",,,0,1,0,,,,,,,,
11.01.09.09,11.01.04.Р14,,,резка металического листа,"оц.0,70",1250,2000,25000,22980,14,,"3217,2","13,843","247,20",3461,1062,"9,6",,,0,6,0,,,,,,,,
,,,,,,,,,,,,"23240,7","7,0",,25000,11246,,,,,59,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,11.01.09.10,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
11.01.09.10,11.01.09.Р39,,,резка металического листа,"оц.0,70",1250,2000,25000,209100,10,2,20910,"100,000","2500,00",25000,2695,"100,0",,,0,24,0,,,,,,,,
,,,,,,1250,2000,25000,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,1250,2000,25000,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,1250,2000,25000,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,1250,2000,25000,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,20910,"16,4",,25000,2695,,,,,24,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Инкубатор  на 12 страусиных яиц,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,11.01.11.01,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
11.01.11.01,11.01.11.Р01,,,резка металического листа,"оц.0,35",1250,2000,25000,25596,45,12,"11518,2","48,527","269,60",12132,2880,"61,8",,,0,11,0,,,,,,,,
11.01.11.01,11.01.11.Р02,,,резка металического листа,"оц.0,35",1250,2000,25000,15587,74,20,"11534,38","48,595","164,17",12149,1331,"30,3",,,0,7,0,,,,,,,,
11.01.11.01,04.04.01.Р18,,,резка металического листа,"оц.0,35",1250,2000,25000,4878,14,,"682,92","2,877","51,38",719,340,"7,9",,,0,2,0,,,,,,,,
,,,,,,1250,2000,25000,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,1250,2000,25000,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,"23735,5","5,1",,25000,4551,,,,,20,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,11.01.11.02,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
11.01.11.02,11.01.11.Р03,,,резка металического листа,"оц.0,90",1250,2200,27500,307425,5,4,"15371,25","82,778","4552,77",22764,2695,"38,4",,,0,67,0,,,,,,,,
11.01.11.02,11.01.09.Р41,,,резка металического листа,"оц.0,90",1250,2200,27500,24731,2,2,"494,62","2,664","366,25",733,1998,"15,2",,,0,8,0,,,,,,,,
11.01.11.02,11.01.09.Р42,,,резка металического листа,"оц.0,90",1250,2200,27500,8596,2,2,"171,92","0,926","127,30",255,1739,"12,3",,,0,4,0,,,,,,,,
11.01.11.02,11.01.09.Р43,,,резка металического листа,"оц.0,90",1250,2200,27500,7975,2,2,"159,5","0,859","118,10",236,475,"3,7",,,0,2,0,,,,,,,,
11.01.11.02,11.01.09.Р44,,,резка металического листа,"оц.0,90",1250,2200,27500,12454,2,2,"249,08","1,341","184,44",369,630,"5,3",,,0,4,0,,,,,,,,
11.01.11.02,11.01.04.Р20,,,резка металического листа,"оц.0,90",1250,2200,27500,212294,1,,"2122,94","11,433","3143,94",3144,1940,"25,1",,,0,40,0,,,,,,,,
,,,,,,1250,2200,27500,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,"18569,31","32,5",,27500,9477,,,,,125,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,11.01.09.01,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
11.01.09.01,11.01.09.Р01,,,резка металического листа,"оц.0,35",1250,2000,25000,811118,1,1,"8111,18","34,103","8525,79",8526,3590,"21,6",,,0,12,0,,,,,,,,
11.01.09.01,11.01.09.Р02,,,резка металического листа,"оц.0,35",1250,2000,25000,647874,1,1,"6478,74","27,240","6809,90",6810,3263,"17,9",,,0,4,0,,,,,,,,
11.01.09.01,11.01.09.Р03,,,резка металического листа,"оц.0,35",1250,2000,25000,150599,2,2,"3011,98","12,664","1582,97",3166,2790,"15,7",,,0,5,0,,,,,,,,
11.01.09.01,11.01.09.Р04,,,резка металического листа,"оц.0,35",1250,2000,25000,146400,1,1,1464,"6,155","1538,83",1539,2680,"14,9",,,0,4,0,,,,,,,,
11.01.09.01,11.01.09.Р05,,,резка металического листа,"оц.0,35",1250,2000,25000,146400,1,1,1464,"6,155","1538,83",1539,2680,"13,8",,,0,,0,,,,,,,,
11.01.09.01,11.01.09.Р45,,,резка металического листа,"оц.0,35",1250,2000,25000,34715,2,,"694,3","2,919","364,89",730,752,"4,4",,,0,2,0,,,,,,,,
11.01.09.01,07.01.01.Р07,,,резка металического листа,"оц.0,35",1250,2000,25000,128003,2,,"2560,06","10,764","1345,46",2691,2181,"11,8",,,0,2,0,,,,,,,,
,,,,,,,,,,,,"23784,26","4,9",,25000,17936,,,,,29,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,11.01.09.02,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
11.01.09.02,11.01.09.Р06,,,резка металического листа,"оц.0,35",1250,2000,25000,1767999,1,1,"17679,99","74,613","18653,28",18653,5480,"55,4",,,0,29,0,,,,,,,,
11.01.09.02,11.01.09.Р07,,,резка металического листа,"оц.0,35",1250,2000,25000,85345,4,2,"3413,8","14,407","900,43",3602,2094,"18,3",,,0,4,0,,,,,,,,
11.01.09.02,11.01.09.Р08,,,резка металического листа,"оц.0,35",1250,2000,25000,212000,1,1,2120,"8,947","2236,71",2237,2160,"19,3",,,0,5,0,,,,,,,,
11.01.09.02,11.01.02.Р25,,,резка металического листа,"оц.0,35",1250,2000,25000,48176,1,1,"481,76","2,033","508,28",508,880,"7,0",,,0,,0,,,,,,,,
,,,,,,1250,2000,25000,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,"23695,55","5,2",,25000,10614,,,,,38,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,11.01.09.03,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
11.01.09.03,11.01.09.Р09,,,резка металического листа,"оц.0,35",1250,2000,25000,1869301,1,1,"18693,01","80,601","20150,21",20150,5600,"54,0",,,0,43,0,,,,,,,,
11.01.09.03,11.01.09.Р10,,,резка металического листа,"оц.0,35",1250,2000,25000,75204,1,1,"752,04","3,243","810,66",811,2040,"14,2",,,0,,0,,,,,,,,
11.01.09.03,11.01.09.Р11,,,резка металического листа,"оц.0,35",1250,2000,25000,266391,1,1,"2663,91","11,486","2871,57",2872,2537,"17,7",,,0,,0,,,,,,,,
11.01.09.03,11.01.09.Р12,,,резка металического листа,"оц.0,35",1250,2000,25000,22868,1,1,"228,68","0,986","246,51",247,748,"8,0",,,0,8,0,,,,,,,,
11.01.09.03,11.01.01.Р05,,,резка металического листа,"оц.0,35",1250,2000,25000,21361,4,1,"854,44","3,684","230,26",921,878,"6,1",,,0,,0,,,,,,,,
,,,,,,,,,,,,"23192,08","7,2",,25000,11803,,,,,51,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,11.01.09.04,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
11.01.09.04,11.01.09.Р13,,,резка металического листа,"оц.0,35",1250,2000,25000,1144661,1,1,"11446,61","48,232","12057,97",12058,4822,"35,8",,,0,36,0,,,,,,,,
11.01.09.04,11.01.09.Р14,,,резка металического листа,"оц.0,35",1250,2000,25000,135935,2,2,"2718,7","11,456","1431,95",2864,3270,"18,7",,,0,4,0,,,,,,,,
11.01.09.04,11.01.09.Р15,,,резка металического листа,"оц.0,35",1250,2000,25000,203242,3,,"6097,26","25,692","2140,97",6423,1814,"14,1",,,0,16,0,,,,,,,,
11.01.09.04,11.01.09.Р16,,,резка металического листа,"оц.0,35",1250,2000,25000,17613,4,,"704,52","2,969","185,54",742,568,"3,1",,,0,,0,,,,,,,,
11.01.09.04,11.01.09.Р17,,,резка металического листа,"оц.0,35",1250,2000,25000,52700,3,,1581,"6,662","555,15",1665,2070,"11,7",,,0,2,0,,,,,,,,
11.01.09.04,11.01.09.Р18,,,резка металического листа,"оц.0,35",1250,2000,25000,84074,1,,"840,74","3,543","885,64",886,2136,"13,7",,,0,8,0,,,,,,,,
11.01.09.04,04.12.01.Р11,,,резка металического листа,"оц.0,35",1250,2000,25000,5727,6,,"343,62","1,448","60,33",362,390,"2,9",,,0,3,0,,,,,,,,
,,,,,,,,,,,,"23732,45","5,1",,25000,15070,,,,,69,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,11.01.09.05,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
11.01.09.05,11.01.09.Р19,,,резка металического листа,"оц.0,35",1250,2000,25000,1249298,1,1,"12492,98","52,148","13036,91",13037,4880,"37,7",,,0,43,0,,,,,,,,
11.01.09.05,11.01.09.Р10,,,резка металического листа,"оц.0,35",1250,2000,25000,75204,1,1,"752,04","3,139","784,78",785,568,"4,7",,,0,6,0,,,,,,,,
11.01.09.05,11.01.09.Р15,,,резка металического листа,"оц.0,35",1250,2000,25000,203242,3,,"6097,26","25,451","2120,91",6363,2070,"15,4",,,0,16,0,,,,,,,,
11.01.09.05,11.01.09.Р18,,,резка металического листа,"оц.0,35",1250,2000,25000,84074,1,,"840,74","3,509","877,34",877,2136,"13,6",,,0,8,0,,,,,,,,
11.01.09.05,11.01.09.Р03,,,резка металического листа,"оц.0,35",1250,2000,25000,101299,2,,"2025,98","8,457","1057,09",2114,2326,"13,5",,,0,4,0,,,,,,,,
11.01.09.05,04.08.01.Р10,,,резка металического листа,"оц.0,35",1250,2000,25000,48499,2,,"969,98","4,049","506,11",1012,2128,"11,4",,,0,,0,,,,,,,,
11.01.09.05,04.12.01.Р12,,,резка металического листа,"оц.0,35",1250,2000,25000,12966,6,,"777,96","3,247","135,31",812,489,"3,7",,,0,4,0,,,,,,,,
,,,,,,,,,,,,"23956,94","4,2",,25000,14597,,,,,81,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,11.01.09.06,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
11.01.09.06,11.01.09.Р20,,,резка металического листа,"оц.0,35",1250,2000,25000,1249298,1,1,"12492,98","53,375","13343,76",13344,4880,"36,5",,,0,35,0,,,,,,,,
11.01.09.06,11.01.09.Р16,,,резка металического листа,"оц.0,35",1250,2000,25000,17613,4,,"704,52","3,010","188,12",752,568,"3,1",,,0,,0,,,,,,,,
11.01.09.06,11.01.09.Р17,,,резка металического листа,"оц.0,35",1250,2000,25000,52700,1,,527,"2,252","562,89",563,2070,"12,0",,,0,2,0,,,,,,,,
11.01.09.06,11.01.09.Р18,,,резка металического листа,"оц.0,35",1250,2000,25000,84974,1,,"849,74","3,630","907,61",908,2136,"14,0",,,0,8,0,,,,,,,,
11.01.09.06,07.01.01.Р04,,,резка металического листа,"оц.0,35",1250,2000,25000,205364,2,,"4107,28","17,548","2193,49",4387,2326,"16,7",,,0,14,0,,,,,,,,
11.01.09.06,07.01.01.Р05,,,резка металического листа,"оц.0,35",1250,2000,25000,111630,4,,"4465,2","19,077","1192,32",4769,2128,"13,9",,,0,8,0,,,,,,,,
11.01.09.06,04.12.01.Р12,,,резка металического листа,"оц.0,35",1250,2000,25000,12966,2,,"259,32","1,108","138,49",277,489,"3,8",,,0,4,0,,,,,,,,
,,,,,,,,,,,,"23406,04","6,4",,25000,14597,,,,,71,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,11.01.09.07,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
11.01.09.07,11.01.09.Р21,,,резка металического листа,"оц.0,35",1250,2000,25000,1183730,1,1,"11837,3","50,358","12589,54",12590,4942,"40,5",,,0,44,0,,,,,,,,
11.01.09.07,11.01.09.Р22,,,резка металического листа,"оц.0,35",1250,2000,25000,18095,1,1,"180,95","0,770","192,45",192,700,"5,1",,,0,4,0,,,,,,,,
11.01.09.07,11.01.09.Р15,,,резка металического листа,"оц.0,35",1250,2000,25000,203242,3,,"6097,26","25,939","2161,58",6485,1814,"14,8",,,0,16,0,,,,,,,,
11.01.09.07,11.01.09.Р18,,,резка металического листа,"оц.0,35",1250,2000,25000,84074,1,,"840,74","3,577","894,17",894,2136,"14,4",,,0,8,0,,,,,,,,
11.01.09.07,07.01.01.Р04,,,резка металического листа,"оц.0,35",1250,2000,25000,205364,2,,"4107,28","17,473","2184,15",4368,2326,"17,2",,,0,14,0,,,,,,,,
11.01.09.07,11.01.01.Р05,,,резка металического листа,"оц.0,35",1250,2000,25000,21361,1,1,"213,61","0,909","227,18",227,878,"5,0",,,0,,0,,,,,,,,
11.01.09.07,04.12.01.Р11,,,резка металического листа,"оц.0,35",1250,2000,25000,5727,4,,"229,08","0,975","60,91",244,390,"3,1",,,0,3,0,,,,,,,,
,,,,,,,,,,,,"23506,22","6,0",,25000,13186,,,,,89,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,11.01.04.01,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
11.01.09.08,11.01.09.Р23,,,резка металического листа,"оц.0,70",1250,2000,25000,343704,1,1,"3437,04","15,077","3769,26",3769,3619,"18,3",,,0,21,0,,,,,,,,
11.01.09.08,11.01.09.Р24,,,резка металического листа,"оц.0,70",1250,2200,27500,237613,1,1,"2376,13","10,423","2866,39",2866,2844,"13,5",,,0,12,0,,,,,,,,
11.01.09.08,11.01.09.Р25,,,резка металического листа,"оц.0,70",1250,2200,27500,42981,7,7,"3008,67","13,198","518,49",3629,1862,"8,5",,,0,6,0,,,,,,,,
11.01.09.08,11.01.09.Р26,,,резка металического листа,"оц.0,70",1250,2200,27500,33568,8,7,"2685,44","11,780","404,94",3240,1654,"7,7",,,0,6,0,,,,,,,,
11.01.09.08,11.01.09.Р27,,,резка металического листа,"оц.0,70",1250,2200,27500,18245,2,14,"364,9","1,601","220,09",440,1111,"4,4",,,0,,0,,,,,,,,
11.01.09.08,11.01.09.Р28,,,резка металического листа,"оц.0,70",1250,2200,27500,15600,2,1,312,"1,369","188,19",376,860,"4,4",,,0,5,0,,,,,,,,
11.01.09.08,11.01.09.Р29,,,резка металического листа,"оц.0,70",1250,2200,27500,2526,34,2,"858,84","3,767","30,47",1036,200,"1,2",,,0,2,0,,,,,,,,
11.01.09.08,11.01.09.Р30,,,резка металического листа,"оц.0,70",1250,2200,27500,239274,1,1,"2392,74","10,496","2886,42",2886,2416,"18,3",,,0,45,0,,,,,,,,
11.01.09.08,11.01.09.Р31,,,резка металического листа,"оц.0,70",1250,2200,27500,1025,42,,"430,5","1,888","12,36",519,122,"0,7",,,0,1,0,,,,,,,,
11.01.09.08,11.01.09.Р32,,,резка металического листа,"оц.0,70",1250,2200,27500,144197,1,1,"1441,97","6,325","1739,48",1739,2158,"11,4",,,0,15,0,,,,,,,,
11.01.09.08,11.01.09.Р33,,,резка металического листа,"оц.0,70",1250,2200,27500,34600,2,2,692,"3,036","417,39",835,746,"5,1",,,0,11,0,,,,,,,,
11.01.09.08,11.01.09.Р34,,,резка металического листа,"оц.0,70",1250,2200,27500,2048,21,,"430,08","1,887","24,71",519,176,"1,3",,,0,3,0,,,,,,,,
11.01.09.08,11.01.04.Р14,,,резка металического листа,"оц.0,70",1250,2200,27500,22980,19,,"4366,2","19,153","277,21",5267,1062,"5,3",,,0,6,0,,,,,,,,
,,,,,,1250,2200,27500,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,"22796,51","8,8",,27123,18830,,,,,133,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,11.01.09.09,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
11.01.09.09,11.01.09.Р35,,,резка металического листа,"оц.0,70",1250,2000,25000,11018,6,4,"661,08","2,844","118,52",711,414,"7,1",,,0,12,0,,,,,,,,
11.01.09.09,11.01.09.Р36,,,резка металического листа,"оц.0,70",1250,2000,25000,32724,7,7,"2290,68","9,856","352,01",2464,1608,"13,1",,,0,5,0,,,,,,,,
11.01.09.09,11.01.09.Р37,,,резка металического листа,"оц.0,70",1250,2000,25000,584665,1,1,"5846,65","25,157","6289,24",6289,3093,"30,2",,,0,24,0,,,,,,,,
11.01.09.09,11.01.09.Р38,,,резка металического листа,"оц.0,70",1250,2000,25000,842069,1,1,"8420,69","36,233","9058,13",9058,3836,"30,9",,,0,11,0,,,,,,,,
11.01.09.09,11.01.09.Р27,,,резка металического листа,"оц.0,70",1250,2000,25000,18245,12,14,"2189,4","9,421","196,26",2355,1111,"7,8",,,0,,0,,,,,,,,
11.01.09.09,11.01.09.Р31,,,резка металического листа,"оц.0,70",1250,2000,25000,1025,60,,615,"2,646","11,03",662,122,"1,2",,,0,1,0,,,,,,,,
11.01.09.09,11.01.04.Р14,,,резка металического листа,"оц.0,70",1250,2000,25000,22980,14,,"3217,2","13,843","247,20",3461,1062,"9,6",,,0,6,0,,,,,,,,
,,,,,,,,,,,,"23240,7","7,0",,25000,11246,,,,,59,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,11.01.09.10,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
11.01.09.10,11.01.09.Р39,,,резка металического листа,"оц.0,70",1250,2000,25000,209100,10,2,20910,"100,000","2500,00",25000,2695,"100,0",,,0,24,0,,,,,,,,
,,,,,,1250,2000,25000,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,1250,2000,25000,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,1250,2000,25000,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,1250,2000,25000,,,,0,"0,000","0,00",0,,"0,0",,,0,,0,,,,,,,,
,,,,,,,,,,,,20910,"16,4",,25000,2695,,,,,24,,,,,,,,,
,,,,,,,,,,,,,% отхода,,проверка,общ периметр,,,,,общ кол отвер,провер врем рез,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Инкубатор  гаранд 528,,,,,,,,,,,,,,,,,,,,,,,
,,Фото,,Название операции,11.07.16.01,ширина листа,длина листа,площ.листа,площ детали,кол-во на листе,кол-во в изделии,площ всех дет.одного вида,% на листе,площадь детали с учетом отходов,,"периметр, мм",% от сумм периметров и отверстий,мин,сек,общее время резки  листа,количество отверстий,время резки детали,,,,,,,,
11.07.16.01,11.07.16.Р01,,,резка металического листа,"оц.0,35",1250,2000,25000,19406,6,2,"1164,36","5,237","218,20",1309,605,"2,9",,,0,4,0,,,,,,,,
11.07.16.01,11.07.16.Р02,,,резка металического листа,"оц.0,35",1250,2200,27500,73005,2,1,"1460,1","6,567","902,94",1806,1206,"8,2",,,0,22,0,,,,,,,,
11.07.16.01,11.07.16.Р03,,,резка металического листа,"оц.0,35",1250,2200,27500,144225,2,1,"2884,5","12,973","1783,80",3568,1509,"5,4",,,0,,0,,,,,,,,
11.07.16.01,11.07.16.Р04,,,резка металического листа,"оц.0,35",1250,2200,27500,126933,2,1,"2538,66","11,418","1569,93",3140,1535,"7,6",,,0,12,0,,,,,,,,
11.07.16.01,11.07.16.Р05,,,резка металического листа,"оц.0,35",1250,2200,27500,85024,2,1,"1700,48","7,648","1051,59",2103,3124,"12,6",,,0,8,0,,,,,,,,
11.07.16.01,11.07.16.Р06,,,резка металического листа,"оц.0,35",1250,2200,27500,84644,2,1,"1692,88","7,614","1046,89",2094,3084,"12,4",,,0,8,0,,,,,,,,
11.07.16.01,11.07.16.Р07,,,резка металического листа,"оц.0,35",1250,2200,27500,83832,2,1,"1676,64","7,541","1036,85",2074,1304,"5,5",,,0,5,0,,,,,,,,
11.07.16.01,11.07.16.Р08,,,резка металического листа,"оц.0,35",1250,2200,27500,57566,2,1,"1151,32","5,178","711,99",1424,960,"3,4",,,0,,0,,,,,,,,
11.07.16.01,11.07.16.Р09,,,резка металического листа,"оц.0,35",1250,2200,27500,108150,2,1,2163,"9,728","1337,62",2675,1386,"5,7",,,0,4,0,,,,,,,,
11.07.16.01,11.07.16.Р10,,,резка металического листа,"оц.0,35",1250,2200,27500,66824,2,1,"1336,48","6,011","826,49",1653,1932,"8,0",,,0,6,0,,,,,,,,
11.07.16.01,11.07.16.Р11,,,резка металического листа,"оц.0,35",1250,2200,27500,84004,2,1,"1680,08","7,556","1038,98",2078,2389,"9,8",,,0,7,0,,,,,,,,
11.07.16.01,11.07.16.Р12,,,резка металического листа,"оц.0,35",1250,2200,27500,84249,2,1,"1684,98","7,578","1042,01",2084,2421,"9,9",,,0,7,0,,,,,,,,
11.07.16.01,11.01.04.Р02,,,резка металического листа,"оц.0,35",1250,2200,27500,33688,2,1,"673,76","3,030","416,66",833,880,"5,6",,,0,14,0,,,,,,,,
11.07.16.01,11.01.02.Р05,,,резка металического листа,"оц.0,35",1250,2200,27500,21361,2,1,"427,22","1,921","264,20",528,878,"3,1",,,0,,0,,,,,,,,
